,userid,country,age,gender,start_date,ds,count
172594,9423656,US,31,female,2018-10-28,2020-05-28,8
664722,5477361,DE,44,male,2018-06-20,2020-01-13,2
634751,6600657,US,47,male,2018-04-21,2020-01-15,22
632563,5830042,FR,50,male,2018-07-09,2020-07-01,2
117244,5869728,US,38,male,2018-02-04,2020-02-20,29
89011,2489598,US,39,male,2018-07-15,2020-02-25,45
539481,5345959,PL,26,male,2018-01-06,2020-03-03,14
551445,5838302,US,46,female,2018-10-29,2020-01-15,8
353098,1963907,US,37,male,2018-08-13,2020-04-09,19
172148,9262711,US,20,male,2018-03-09,2020-04-05,23
392406,2467699,NL,47,female,2018-11-10,2020-01-18,9
536084,8049858,DK,40,male,2018-10-14,2020-07-16,4
237031,5680052,CZ,26,male,2018-04-27,2020-08-04,4
458148,4731438,FI,49,male,2018-07-13,2020-01-20,7
585544,7282965,DK,49,female,2018-07-06,2020-01-01,4
174103,6360331,US,66,male,2018-04-04,2020-01-20,14
393207,9919320,US,21,male,2018-03-20,2020-03-24,12
326194,1445097,US,44,male,2018-01-07,2020-03-15,33
600606,8519286,US,62,female,2018-08-06,2020-01-06,6
652906,2191566,DE,50,female,2018-06-22,2020-02-08,5
119276,2683304,US,49,male,2018-07-07,2020-04-23,23
320351,6974827,US,39,female,2018-06-05,2020-03-08,14
210460,5654130,FR,35,male,2018-07-26,2020-06-26,5
304680,9042161,US,43,male,2018-02-16,2020-01-03,47
203424,2042726,CZ,36,male,2018-05-16,2020-05-21,4
109631,7323188,US,32,female,2018-08-16,2020-02-25,22
270953,6033323,US,48,male,2018-07-21,2020-01-09,80
66080,9420404,US,54,male,2018-06-25,2020-02-23,3
160617,4929395,PL,42,male,2018-08-12,2020-01-14,8
665237,7259516,NL,45,female,2018-10-22,2020-05-14,2
148452,5004924,US,35,male,2018-06-15,2020-01-28,44
265676,2004037,IT,66,male,2018-05-22,2020-01-14,2
520916,3771138,US,49,male,2018-08-19,2020-05-04,16
402097,8299849,NL,28,male,2018-05-16,2020-01-25,3
346072,9240586,US,35,female,2018-01-20,2020-01-04,17
525443,7937046,US,33,female,2018-08-11,2020-09-06,17
565906,8341517,PL,46,female,2018-09-23,2020-01-21,6
55492,8532760,US,53,unknown,2018-10-17,2020-08-27,4
129053,4509936,PL,41,female,2018-03-15,2020-05-19,1
434508,8566117,US,67,male,2018-09-26,2020-08-25,14
461060,1376369,FR,42,male,2018-04-22,2020-01-05,4
182987,1407180,US,63,female,2018-08-26,2020-04-07,1
559102,8670874,PL,18,female,2018-11-16,2020-06-06,1
356877,7481848,US,43,male,2018-12-21,2020-05-16,15
56164,6452129,NL,29,male,2018-09-26,2020-05-11,7
82323,4083761,US,19,male,2018-01-07,2020-04-17,7
537194,8661554,PL,36,male,2018-01-04,2020-09-05,18
162006,2861788,US,34,female,2018-01-08,2020-04-01,4
123358,5243674,PL,27,unknown,2018-04-30,2020-01-18,3
472501,4467797,US,23,male,2018-07-15,2020-03-06,5
238061,2374382,US,31,male,2018-08-05,2020-05-15,33
408642,5932344,US,26,female,2018-06-25,2020-04-30,8
553816,7679688,NL,26,male,2018-01-27,2020-05-31,23
615300,9502591,DE,78,female,2018-04-03,2020-02-25,1
428626,7375475,DE,47,female,2018-05-25,2020-07-24,3
102076,2154552,NL,35,male,2018-06-03,2020-01-04,5
577463,3986167,FR,46,male,2018-07-14,2020-08-14,2
429695,8200782,US,31,male,2018-10-24,2020-05-23,18
367215,4402233,US,49,female,2018-11-27,2020-05-16,5
555630,7671587,US,47,male,2018-12-18,2020-02-06,28
559608,8587485,US,18,male,2018-09-08,2020-02-10,13
346263,9739563,US,25,female,2018-10-31,2020-04-29,7
272326,8550121,US,37,male,2018-12-01,2020-02-13,69
41635,1535019,US,65,male,2018-08-04,2020-07-26,8
278766,7768521,US,63,male,2018-09-13,2020-06-12,22
661728,9847175,DK,38,unknown,2018-08-22,2020-03-08,1
597238,7166697,PL,32,male,2018-06-25,2020-03-15,4
174032,1997111,CZ,35,male,2018-02-25,2020-04-21,12
664249,8912755,PL,42,male,2018-05-09,2020-01-23,14
658073,5744267,US,56,male,2018-06-18,2020-08-12,18
639057,4753103,NL,40,male,2018-04-19,2020-09-01,12
639821,4334874,US,43,unknown,2018-08-08,2020-02-26,6
669396,5666812,FI,41,male,2018-10-22,2020-09-05,4
3374,8811692,US,35,male,2018-10-27,2020-02-16,35
243514,3550910,US,25,female,2018-10-25,2020-04-20,6
397302,3084504,FI,48,female,2018-06-20,2020-08-19,1
310814,8299718,NL,42,female,2018-04-15,2020-02-22,2
58404,6030407,US,27,male,2018-06-19,2020-05-07,22
91504,3786355,CZ,26,unknown,2018-06-23,2020-08-15,1
271419,9608418,NL,43,male,2018-08-03,2020-02-14,7
209766,7567080,US,41,male,2018-06-21,2020-07-14,2
350210,8029641,US,37,female,2018-06-24,2020-02-20,18
410689,6831913,US,79,male,2018-11-26,2020-04-14,4
552604,3266940,NL,27,male,2018-12-11,2020-02-05,1
631341,8533044,US,79,female,2018-05-05,2020-01-26,7
83983,4807782,NL,36,unknown,2018-08-06,2020-01-18,3
608841,1697658,DE,70,male,2018-06-10,2020-05-02,2
325593,8934177,PL,66,male,2018-04-27,2020-02-10,1
597763,5825560,US,31,male,2018-01-22,2020-03-15,40
651626,9450542,PL,45,male,2018-12-14,2020-05-30,1
583956,5827477,US,62,unknown,2018-11-28,2020-06-28,3
250228,5371151,US,68,male,2018-04-03,2020-08-20,4
176490,9808228,US,49,female,2018-11-16,2020-09-04,9
566169,4875907,NL,70,female,2018-05-20,2020-08-14,1
583859,7945270,US,47,female,2018-05-30,2020-07-21,10
625086,7726608,PL,16,male,2018-01-14,2020-05-22,4
504467,8838809,FR,33,male,2018-09-15,2020-01-07,6
627985,8405085,CZ,43,male,2018-06-04,2020-05-03,2
637556,4152522,US,27,male,2018-04-27,2020-03-15,45
535493,2550086,DE,13,male,2018-04-03,2020-02-07,2
172338,8644354,FR,27,female,2018-02-18,2020-06-21,1
551940,3404321,FI,59,female,2018-02-15,2020-03-24,1
631203,5426966,PL,51,male,2018-05-11,2020-01-05,2
299560,2981155,US,78,female,2018-11-16,2020-06-17,8
313236,6135057,US,34,female,2018-01-06,2020-06-11,13
468176,1739812,DK,32,male,2018-04-18,2020-03-02,5
635233,5429159,DE,47,male,2018-11-05,2020-02-27,5
5340,9793023,CZ,45,female,2018-06-24,2020-05-14,3
93259,8446276,DK,39,male,2018-11-17,2020-06-20,6
150312,6753305,UK,73,male,2018-07-19,2020-08-22,1
491838,1990331,US,44,male,2018-02-16,2020-03-30,29
55709,3700776,US,15,male,2018-06-11,2020-04-20,17
152485,6728813,US,48,male,2018-06-09,2020-08-09,34
46063,6215381,PL,38,male,2018-10-30,2020-03-27,6
312497,5007785,US,26,male,2018-10-07,2020-05-21,23
606241,8683490,UK,19,male,2018-01-17,2020-05-10,3
604172,1987762,US,35,male,2018-01-15,2020-07-31,18
146281,6866034,PL,20,male,2018-01-25,2020-07-31,4
665228,3838923,DK,29,male,2018-08-30,2020-03-03,5
633092,6997162,CZ,26,male,2018-08-13,2020-01-07,8
53553,3074750,NL,50,male,2018-11-20,2020-03-11,4
126987,6107110,PL,30,female,2018-11-11,2020-05-06,2
100095,5284401,NL,37,male,2018-06-06,2020-02-01,11
152032,5269364,PL,27,male,2018-03-14,2020-02-13,7
619925,7111022,CZ,30,male,2018-03-12,2020-04-28,7
388526,5597642,NL,72,unknown,2018-10-30,2020-02-01,2
356007,4869807,US,40,male,2018-08-14,2020-02-07,61
200446,6165390,US,38,female,2018-12-07,2020-08-22,11
26501,3138348,US,39,male,2018-08-29,2020-01-11,47
199314,1804649,US,36,male,2018-04-11,2020-01-02,20
572230,4453416,UK,49,male,2018-12-05,2020-06-09,6
88573,3111790,US,37,male,2018-02-23,2020-03-01,33
671016,2801347,US,33,male,2018-02-22,2020-03-01,39
370016,4185184,US,38,male,2018-07-01,2020-01-18,52
78704,8594469,FR,63,male,2018-12-07,2020-03-24,1
631293,9378365,US,38,female,2018-05-17,2020-05-31,25
6996,8963653,FR,47,female,2018-10-04,2020-04-03,1
222336,1954647,US,42,female,2018-10-13,2020-01-13,13
362625,8429121,US,78,female,2018-12-17,2020-04-05,3
48805,6335079,PL,31,female,2018-05-29,2020-01-07,3
98010,5906551,US,37,female,2018-12-04,2020-02-27,12
299810,5088893,US,34,male,2018-07-25,2020-02-25,51
418634,1448262,DE,46,female,2018-06-15,2020-06-26,6
555300,6995840,US,28,female,2018-05-08,2020-02-25,32
372195,7957565,CZ,31,male,2018-02-11,2020-03-26,1
395932,6397836,US,44,female,2018-10-06,2020-08-26,5
365089,7980198,US,44,male,2018-12-15,2020-03-05,73
257094,8029844,DK,27,male,2018-06-03,2020-06-07,5
326711,5700081,FR,42,female,2018-05-26,2020-06-12,2
13369,4868085,PL,28,male,2018-10-12,2020-01-12,14
211012,4160123,US,33,male,2018-01-04,2020-02-23,34
349441,3494384,US,35,female,2018-08-11,2020-01-07,39
566218,6565637,DK,58,female,2018-05-29,2020-08-08,2
274056,7874852,US,79,male,2018-06-20,2020-03-12,17
637809,8858769,US,44,male,2018-11-02,2020-04-13,33
579569,5432656,US,30,male,2018-01-26,2020-05-21,23
632698,3510301,DE,44,female,2018-12-04,2020-09-01,4
589305,9495610,FR,24,male,2018-01-20,2020-07-19,3
162421,6827652,US,30,unknown,2018-09-23,2020-07-01,4
545569,4862005,US,43,male,2018-10-30,2020-09-01,42
472766,5671793,NL,74,male,2018-01-18,2020-04-05,3
458196,9829730,US,67,male,2018-05-30,2020-08-15,6
231376,6981923,PL,17,male,2018-07-13,2020-03-21,3
205284,3554804,PL,56,female,2018-02-20,2020-04-05,2
111459,6369183,US,73,male,2018-01-05,2020-03-18,6
595394,9071810,US,47,female,2018-03-19,2020-02-13,24
21397,9068104,NL,42,male,2018-05-14,2020-01-18,9
281619,1424670,US,48,female,2018-09-29,2020-08-28,20
52831,4255663,FR,32,female,2018-08-09,2020-09-06,2
366094,9533597,DE,38,male,2018-10-06,2020-04-22,3
655087,8400791,US,18,male,2018-10-06,2020-07-08,3
292868,4861294,IT,27,female,2018-11-21,2020-08-13,3
298485,8314279,US,51,male,2018-10-25,2020-02-29,10
316483,2972701,US,46,male,2018-12-18,2020-06-13,49
143271,1613509,DE,14,unknown,2018-02-07,2020-05-27,1
250016,8127230,US,71,male,2018-01-22,2020-06-25,49
451337,2541082,US,15,male,2018-10-15,2020-04-08,12
324923,6861955,US,75,male,2018-01-29,2020-04-18,7
258691,7686392,US,29,male,2018-05-30,2020-04-17,25
611434,8877128,US,13,male,2018-05-17,2020-05-27,10
567879,8234161,US,73,male,2018-06-28,2020-01-23,21
495726,1856559,UK,13,male,2018-03-26,2020-06-07,1
309072,3877950,DE,15,male,2018-10-27,2020-02-25,1
341217,9208596,US,20,female,2018-09-13,2020-05-13,7
379773,3008908,PL,45,unknown,2018-05-15,2020-01-21,1
670584,8326559,US,47,female,2018-09-30,2020-06-15,21
205191,7225878,US,70,male,2018-03-17,2020-02-11,15
9870,9813416,US,27,male,2018-07-09,2020-06-26,64
115537,2737621,PL,46,male,2018-11-16,2020-04-21,8
498527,1830257,US,22,female,2018-11-06,2020-03-31,7
39927,6688885,US,66,male,2018-08-04,2020-01-23,20
130177,7748497,US,22,male,2018-10-29,2020-03-31,17
500698,3801515,US,45,female,2018-04-19,2020-04-05,14
475799,7868264,UK,47,female,2018-06-01,2020-03-24,2
362862,9755360,FI,66,male,2018-10-16,2020-02-09,1
25656,6516036,US,32,male,2018-02-19,2020-03-15,33
579046,1716242,US,38,female,2018-04-07,2020-04-05,14
49118,4393913,FR,62,female,2018-03-30,2020-06-02,1
286586,5545399,US,50,male,2018-06-10,2020-02-27,28
648677,9163480,DE,45,male,2018-11-03,2020-01-20,10
10488,8882352,DK,30,female,2018-08-03,2020-07-06,1
39778,9525852,US,51,male,2018-06-12,2020-04-20,18
140576,9379871,US,50,male,2018-10-03,2020-04-03,34
301937,2129070,CZ,76,male,2018-03-01,2020-07-25,1
611238,7541702,US,26,female,2018-04-07,2020-02-16,15
286107,2773348,US,79,female,2018-03-06,2020-08-27,5
149988,3438324,DE,45,male,2018-06-30,2020-03-19,1
135843,8355854,PL,46,female,2018-09-04,2020-06-26,4
609017,1804314,US,32,female,2018-12-18,2020-02-25,22
250429,4707118,NL,47,male,2018-06-18,2020-04-06,5
677260,7306418,DE,27,male,2018-10-07,2020-02-07,3
109817,3783445,PL,37,male,2018-02-05,2020-05-24,11
625624,7405667,US,58,male,2018-03-08,2020-01-26,9
309829,2620131,US,43,male,2018-04-20,2020-04-26,24
573189,9132273,US,44,male,2018-01-17,2020-05-09,21
82803,5959696,UK,37,male,2018-05-21,2020-01-03,6
209373,8302846,US,26,male,2018-07-15,2020-09-05,34
617082,9254964,DE,44,female,2018-11-14,2020-07-30,3
222837,6875981,CZ,53,male,2018-05-27,2020-01-14,5
372723,7662839,US,20,female,2018-07-14,2020-03-09,7
136004,7233027,US,29,male,2018-02-20,2020-04-13,37
548336,6783864,PL,62,male,2018-10-21,2020-03-05,6
358805,9607053,PL,67,male,2018-02-17,2020-08-31,1
106565,6490181,US,50,male,2018-07-24,2020-03-24,40
421620,4371551,UK,58,male,2018-05-24,2020-03-17,3
475233,2658032,PL,25,unknown,2018-06-14,2020-07-11,1
68998,2347636,PL,33,male,2018-10-16,2020-01-12,9
549653,3670774,US,18,female,2018-03-31,2020-01-10,13
548820,9563830,DK,50,female,2018-12-16,2020-06-24,1
536721,8626605,DE,64,female,2018-09-15,2020-02-24,1
124403,6459998,NL,37,male,2018-04-08,2020-04-05,10
482349,5061055,US,17,male,2018-01-20,2020-04-11,11
329601,3298507,US,26,male,2018-03-06,2020-01-09,24
418921,6348253,PL,49,female,2018-03-12,2020-05-22,1
226217,7352859,IT,50,female,2018-05-11,2020-09-07,1
184938,8506366,PL,26,male,2018-11-05,2020-08-05,4
60053,8947131,US,34,male,2018-09-07,2020-03-26,26
436921,9608021,US,42,male,2018-02-10,2020-02-08,47
30232,7363375,US,68,male,2018-02-20,2020-02-22,3
51642,6503333,US,39,female,2018-05-02,2020-07-30,11
241580,6765574,PL,43,male,2018-05-22,2020-02-12,10
244487,7365976,US,50,male,2018-06-07,2020-02-24,44
469909,3236180,UK,24,male,2018-09-05,2020-07-23,1
381587,5287193,US,15,male,2018-05-25,2020-08-18,11
497064,4970593,US,18,female,2018-04-30,2020-08-15,5
343902,5565397,US,26,male,2018-04-09,2020-07-25,23
403401,1767068,IT,38,female,2018-09-05,2020-02-03,1
425273,8554800,US,24,female,2018-11-01,2020-02-03,6
336752,2682443,DK,16,female,2018-08-19,2020-05-06,2
198519,1328088,PL,44,female,2018-04-14,2020-07-08,1
430108,4106265,NL,32,female,2018-05-25,2020-01-20,9
193536,7640143,US,30,male,2018-07-06,2020-07-12,20
347049,5742690,IT,38,male,2018-04-01,2020-05-07,2
453548,6334518,US,41,female,2018-03-30,2020-02-01,18
288700,6236754,US,43,male,2018-02-20,2020-07-09,20
520146,4928634,US,37,male,2018-08-30,2020-09-06,44
151361,3654310,FI,47,female,2018-09-19,2020-08-12,1
510664,5673057,US,39,male,2018-12-13,2020-02-18,28
416169,3159837,US,68,female,2018-01-29,2020-08-06,9
175,7343481,US,13,male,2018-06-22,2020-01-02,13
436758,8692515,US,49,male,2018-02-06,2020-01-09,77
409345,2044642,US,31,male,2018-05-14,2020-01-20,71
63308,6609035,DE,13,male,2018-07-26,2020-05-05,2
137905,7480819,CZ,39,male,2018-07-01,2020-03-11,6
167383,8935527,FR,54,male,2018-04-17,2020-05-01,2
622514,6102940,US,67,male,2018-06-18,2020-03-22,7
455433,4309474,US,69,male,2018-07-25,2020-05-26,8
438808,9744280,PL,38,male,2018-04-13,2020-03-14,2
51030,3165826,US,69,female,2018-06-10,2020-07-11,7
117545,3420757,FI,49,female,2018-06-19,2020-05-19,1
241854,3085784,IT,33,female,2018-10-18,2020-08-07,1
150446,1406768,US,14,male,2018-09-07,2020-05-08,3
563050,4697801,PL,32,male,2018-02-04,2020-06-13,13
332287,6131068,PL,48,male,2018-11-24,2020-05-28,5
104094,4849277,UK,45,male,2018-02-21,2020-06-15,7
670672,6977407,US,34,male,2018-08-25,2020-06-20,29
215106,5637130,US,26,male,2018-05-07,2020-05-20,16
157120,1716458,US,38,female,2018-08-11,2020-08-14,16
474219,6926927,DK,72,female,2018-09-09,2020-08-11,1
663838,8381710,US,15,male,2018-08-30,2020-03-09,10
162973,5508126,FR,43,male,2018-03-10,2020-02-05,3
365431,7483346,FI,35,male,2018-08-27,2020-07-17,2
287519,6145793,NL,27,male,2018-07-28,2020-03-15,9
661646,2358513,PL,43,male,2018-11-21,2020-03-18,9
303435,9670089,IT,46,female,2018-01-27,2020-08-04,3
150867,1912385,US,47,male,2018-03-10,2020-02-15,77
69697,2447783,US,37,female,2018-07-04,2020-01-17,6
253514,3896780,US,44,female,2018-03-18,2020-01-29,11
257601,1296143,CZ,28,male,2018-06-08,2020-04-05,1
448421,7958965,US,26,male,2018-06-14,2020-01-18,37
41138,2099672,NL,65,male,2018-06-03,2020-02-28,4
168144,2765422,DE,40,female,2018-06-01,2020-04-27,2
234954,3719646,US,53,male,2018-12-09,2020-06-21,9
376910,9818860,US,47,male,2018-04-25,2020-04-21,45
321543,2634996,US,67,male,2018-06-01,2020-01-08,13
109697,9601487,US,25,male,2018-03-17,2020-05-06,20
159208,7385606,FR,33,female,2018-10-10,2020-08-15,6
415176,1554719,US,36,male,2018-03-12,2020-04-22,26
77835,5290692,US,50,male,2018-04-20,2020-01-10,56
435879,1924351,NL,43,female,2018-12-02,2020-07-10,4
330102,4304333,FR,37,female,2018-11-18,2020-01-17,1
340027,8836031,CZ,44,unknown,2018-05-17,2020-08-17,2
3393,9368738,DE,30,male,2018-02-17,2020-07-14,1
90534,9293768,PL,30,female,2018-04-19,2020-03-01,5
636830,2778628,US,48,male,2018-07-17,2020-02-24,32
562983,2525951,NL,28,male,2018-04-18,2020-01-01,15
507281,2839368,US,15,unknown,2018-07-06,2020-01-11,3
94498,5552359,US,34,male,2018-03-24,2020-06-11,40
403606,9973221,US,36,male,2018-10-06,2020-02-24,40
481139,1558093,FR,28,male,2018-10-29,2020-08-11,2
38723,4634609,US,42,female,2018-06-16,2020-04-13,12
673864,1550936,US,36,male,2018-12-11,2020-08-10,48
632993,3689994,FR,39,male,2018-09-27,2020-05-29,4
394205,1441645,US,50,male,2018-03-29,2020-08-05,10
326754,2757905,US,31,male,2018-06-19,2020-02-05,29
