w p
0.001 0.6004214779610265
0.001 0.4527081731458442
0.001 0.02732182087440596
0.001 0.8379289525278814
0.001 0.4765090731190877
0.001 0.022424789800392825
0.001 0.18966888485139838
0.001 0.9564473873631628
0.001 0.23167479394128332
0.001 0.11421474136353252
0.001 0.4725404916342513
0.001 0.08551400949318538
0.001 0.5156876225934689
0.001 0.881058977891683
0.001 0.002559438885606275
0.001 0.05790747771458643
0.001 0.9831673054341602
0.001 0.7064259827146783
0.001 0.41871855981914763
0.001 0.9651220601264198
0.001 0.226892692657257
0.001 0.2504668110662583
0.001 0.08991696126638034
0.001 0.12610229301472442
0.001 0.2075024598117151
0.001 0.0014159549003132576
0.001 0.7481463197102769
0.001 0.9739702146779388
0.001 0.10989550556176673
0.001 0.01634472759883427
0.001 0.2876959936800387
0.001 0.7567679747199078
0.001 0.6828765875318575
0.001 0.011907958866440974
0.001 0.986633876589836
0.001 0.027107201210331323
0.001 0.7418278842895152
0.001 0.9440887038231681
0.001 0.43835605503058184
0.001 0.999037922226236
0.001 0.011339722840374409
0.001 0.7866391797334433
0.001 0.8609827003989656
0.001 0.629798921190891
0.001 0.7447235650346088
0.001 0.48629889352194683
0.001 0.9997393597868508
0.001 0.9636082898147977
0.001 0.20091756429488222
0.001 0.2264440687087664
0.001 0.9838051172385718
0.001 0.2993657553956628
0.001 0.928688044012964
0.001 0.8029545864647727
0.001 0.0019444191926633865
0.001 0.006328906627672278
0.001 0.28004248445458074
0.001 0.00043725759865433664
0.001 0.05190570254951715
0.001 0.09449783568189707
0.001 0.533471486131694
0.001 0.764985131216579
0.001 0.3025799522391941
0.001 0.09319304662645407
0.001 0.3256939118756449
0.001 0.0018256548520371309
0.001 0.7616106811052451
0.001 0.9488736782275806
0.001 0.9192016418463571
0.001 0.8011585575754341
0.001 0.1078167858548008
0.001 0.02279147831170653
0.001 0.1924874654075073
0.001 0.5282673930566625
0.001 0.999982912926668
0.001 0.11615524628462195
0.001 0.004982045319427044
0.001 0.09142321122249171
0.001 0.028910608739574885
0.001 0.027461356945287986
0.001 0.0883373388241845
0.001 0.09536592301668516
0.001 0.579542704366034
0.001 0.44141514136191284
0.001 0.021556751622520284
0.001 0.5843257048298355
0.001 0.010060919684817933
0.001 0.10952242078602362
0.001 0.12631302029283947
0.001 0.8780531767232367
0.001 0.001390142553708999
0.001 0.6400027183813147
0.001 0.7137094835471688
0.001 0.20918658181951705
0.001 0.8607601483376168
0.001 0.6636088518273283
0.001 0.38040465525762934
0.001 0.24616662211622012
0.001 0.8360309031566366
0.001 0.007413934531801847
0.001 0.013106601376645165
0.001 0.9046666456247631
0.001 0.6255643416977146
0.001 0.38738631062209977
0.001 0.004677197203695103
0.001 0.5272075154115905
0.001 0.9391921609824111
0.001 0.8497619156676315
0.001 0.6801313335665241
0.001 0.11423959442049451
0.001 0.2101088116054519
0.001 0.8502669187404501
0.001 0.7657192811385283
0.001 0.8219468425059571
0.001 0.9972488371060557
0.001 0.049528999920899014
0.001 0.8370138923974239
0.001 0.10983582647013827
0.001 0.4595575316194429
0.001 0.004623300881082895
0.001 0.34931747852407563
0.001 0.012593331335387294
0.001 0.005590508811164667
0.001 5.752776537137016e-07
0.001 0.6010806146630048
0.001 0.4080138894596514
0.001 0.046093005018733375
0.001 0.7740548764558312
0.001 0.6801536962501326
0.001 0.29944567966514235
0.001 0.04877457416176781
0.001 0.0019488120401953675
0.001 0.012249912527995514
0.001 0.5116648400649009
0.001 0.7602852350993358
0.001 0.24969377444575366
0.001 0.09997733889883659
0.001 0.035176456298438054
0.001 0.44396536584784124
0.001 0.6178713470228223
0.001 0.979040304794931
0.001 0.23284994513537408
0.001 0.4403910409720481
0.001 0.05572478314386677
0.001 0.1527313528162257
0.001 0.5036025096172163
0.001 0.6337750826092765
0.001 0.6419108854448667
0.001 0.9088409447867306
0.001 0.0036294332991467677
0.001 0.2961262236393936
0.001 0.37677123886893354
0.001 0.535469618598596
0.001 0.7302661764513657
0.001 0.45955921182621406
0.001 0.10953191401600484
0.001 0.992303680095898
0.001 0.8896886568741649
0.001 5.443321069084095e-05
0.001 0.07127501532367538
0.001 0.3978199674712398
0.001 0.05949217515534641
0.001 0.6627333152888455
0.001 0.11731051333955132
0.001 0.023484234948568692
0.001 0.9999775503304068
0.001 0.6951230977352414
0.001 0.8120460342886576
0.001 0.33162981177566203
0.001 0.214271359938611
0.001 0.34405520383955857
0.001 0.000292144453080296
0.001 0.9857499344662995
0.001 0.2327466879181005
0.001 0.1991771595427699
0.001 0.9318434086674833
0.001 0.999395668459374
0.001 0.998973128706228
0.001 0.061260886037948235
0.001 0.1537672799654391
0.001 0.03021988590122705
0.001 0.0009422646221819421
0.001 0.27657695809877475
0.001 0.020357390564256814
0.001 0.8446231940763652
0.001 0.02777462511754059
0.001 0.23930214535707425
0.001 0.9997489664138524
0.001 0.628539390917841
0.001 0.5286790403083169
0.001 0.044802126817602324
0.001 0.8877416476209787
0.001 0.9299172436745351
0.001 0.7355202110955186
0.001 0.04304662699414482
0.001 0.9970584240440937
0.001 0.9902438681272735
0.001 0.9488628741859749
0.001 0.237753770122957
0.001 0.03804005701434959
0.001 0.8994353420434793
0.001 0.11234412302742564
0.001 0.12946503994588493
0.001 0.7462764976130892
0.001 0.05840941899232751
0.001 0.9414405846901077
0.001 0.6186533080512803
0.001 0.0394628782896253
0.001 0.8315650660220748
0.001 0.8692843143636786
0.001 0.033956532485771906
0.001 0.05132478585225081
0.001 0.7006176892215672
0.001 0.6695826907504582
0.001 0.725648713818078
0.001 0.7720023995334776
0.001 0.6393744102066865
0.001 0.8290131649731375
0.001 0.9999925670079507
0.001 0.99634791721482
0.001 0.8333098319259573
0.001 0.2635190533576598
0.001 3.3199069906909964e-05
0.001 0.09624224995008135
0.001 0.2743391051403283
0.001 0.26823695162676076
0.001 0.9840651690997794
0.001 0.2107657052053237
0.001 0.31705521123937036
0.001 0.872002093721931
0.001 0.9552808172543916
0.001 0.005524299659130789
0.001 0.25485045255015953
0.001 0.910215430213777
0.001 0.0016150007855985388
0.001 0.35267301627669495
0.001 0.01737193879915553
0.001 0.561868062352735
0.001 0.9727318466799125
0.001 0.006099028489238561
0.001 0.371618939801264
0.001 0.9962734814338746
0.001 0.9548027654156063
0.001 0.9384146127402702
0.001 0.08317517288645764
0.001 0.17346692057560953
0.001 0.6775277735686239
0.001 0.0025576194722122395
0.001 0.09005636375365564
0.001 0.7928566445138486
0.001 0.0077151337389764684
0.001 0.4896028683902314
0.001 0.5918800217120909
0.001 0.7125996548389625
0.001 0.9962143014178737
0.001 0.3063017085491489
0.001 0.3073487421490791
0.001 0.9475774438506075
0.001 0.8760346465999252
0.001 0.8318812286074718
0.001 0.28932248022335005
0.001 0.600555464323475
0.001 0.8920752859902503
0.001 0.03959599144680537
0.001 0.8964709352328304
0.001 0.931290505070168
0.001 0.9833398849061008
0.001 0.3757364154118505
0.001 0.7253340893515228
0.001 0.19344873741829413
0.001 0.06957322199509298
0.001 0.42020435976058335
0.001 0.7298265426783521
0.001 0.8572622852531555
0.001 0.5495472320798229
0.001 0.27587571975138514
0.001 0.0703153712458049
0.001 0.870676852361813
0.001 0.2370433126565868
0.001 0.0030185083636407833
0.001 0.026585133484788765
0.001 0.7616530076413168
0.001 0.08516661704982981
0.001 0.7036323453127098
0.001 0.9103433713157879
0.001 0.06403568160414928
0.001 0.8692070470642058
0.001 0.3515919323744434
0.001 0.6667499263006812
0.001 0.1604365507608785
0.001 0.4466670010432443
0.001 0.2483412583142162
0.001 0.8896138373218239
0.001 0.2306327583158955
0.001 0.0004463145280124568
0.001 0.9900199076055858
0.001 0.5797176558825866
0.001 0.37773618218486943
0.001 0.001942746404521867
0.001 0.5869952569128121
0.001 0.16900993258920222
0.001 0.403239989200746
0.001 0.4263549247107751
0.001 0.9525750296642004
0.001 0.5220466352190287
0.001 0.4242729057752523
0.001 0.9330462555686475
0.001 0.7748626030361431
0.001 0.2391621312218134
0.001 0.8119257965278104
0.001 0.05017394195713526
0.001 0.5597371499954922
0.001 0.050356415158001
0.001 0.6364746162583087
0.001 0.3901633608337135
0.001 0.5930882184585073
0.001 0.1713891365789184
0.001 0.24346311331702017
0.001 0.9625802534987249
0.001 0.8462191788498666
0.001 0.9996788707718549
0.001 0.012664047231424218
0.001 0.9922012535980174
0.001 0.0246545561719364
0.001 0.7999531550673591
0.001 0.23183579220901507
0.001 0.9967610330502139
0.001 0.23224084306298054
0.001 0.9236814947112154
0.001 0.5815737472546371
0.001 0.8733329590715436
0.001 0.995914198824567
0.001 0.6439169794662281
0.001 0.009961889654071323
0.001 0.7955141048052148
0.001 0.4483620106049893
0.001 0.0009556645489387292
0.001 0.9672041162831021
0.001 0.9790760354980084
0.001 0.9809791825313294
0.001 0.8582955967435886
0.001 0.5609349694048964
0.001 0.0018577572401454324
0.001 0.09714806341293332
0.001 0.10609270223034842
0.001 0.8013525427938832
0.001 0.00014266431386492103
0.001 0.4276347575471247
0.001 0.8821533069920017
0.001 0.20397623333255518
0.001 0.6926342306398864
0.001 0.31998937288912926
0.001 0.9274379448502921
0.001 0.519886699585645
0.001 0.07332100783373374
0.001 0.005325805628534699
0.001 0.10463673175131159
0.001 0.7237059229210465
0.001 0.1679677445352368
0.001 0.1558005554202622
0.001 0.9276588925452577
0.001 0.9908236222690308
0.001 0.18415406176130192
0.001 0.005577954684883545
0.001 0.9969204603238515
0.001 0.09273107275479675
0.001 0.02384113325593822
0.001 0.5042984378344522
0.001 0.9810211266528855
0.001 0.0283469263124479
0.001 0.03298744078301814
0.001 0.10100423286584036
0.001 0.9797371128157043
0.001 0.7207753354524753
0.001 0.37757112069373105
0.001 0.9476830407959
0.001 0.3445055582395048
0.001 0.001665573826211865
0.001 0.029560296101578315
0.001 0.0017766479379853176
0.001 0.17725062010733464
0.001 0.9641667356018819
0.001 0.9700778591047154
0.001 0.6379274623882641
0.001 0.046617033143757966
0.001 0.48589189513881875
0.001 0.9065749254917145
0.001 0.591065690859335
0.001 0.14047036133024285
0.001 0.0021184238533285865
0.001 0.6756833777254132
0.001 0.6118008340386034
0.001 0.9012444531258437
0.001 0.767703460968784
0.001 0.990439457784952
0.001 0.7169597459380957
0.001 0.9878858144036143
0.001 0.07035260010805472
0.001 0.8681943569851494
0.001 0.3149541131565529
0.001 0.9877959921880755
0.001 0.9974008869619284
0.001 0.8074993042053129
0.001 0.9001030123300863
0.001 0.9502220795221772
0.001 0.13094031484254656
0.001 0.9798032688566891
0.001 0.2204682756797095
0.001 0.4684479052864433
0.001 0.15766202889793507
0.001 0.07166386008016913
0.001 0.9950716792236164
0.001 0.2886870140165026
0.001 0.5720552123158383
0.001 0.042716388888861666
0.001 0.7180077160176427
0.001 0.13075729046575804
0.001 0.48819550345470475
0.001 0.941133401251278
0.001 0.24565174318172045
0.001 0.7890793228640014
0.001 0.9512241148865094
0.001 0.5433611725279291
0.001 0.6796113209898882
0.001 0.7371854291973461
0.001 0.681388795593942
0.001 0.847457882623142
0.001 0.9999604010571501
0.001 0.3145988422527559
0.001 0.4824114329096776
0.001 0.7037717158013639
0.001 0.16538927615766927
0.001 0.0003019478320012583
0.001 0.5217889970032676
0.001 0.4875193726502081
0.001 0.9970241822781757
0.001 0.5163515150608613
0.001 0.7203794880815498
0.001 0.8571094818024471
0.001 0.7338923137500879
0.001 0.7601732395608023
0.001 0.028082478619568522
0.001 0.9879538513280907
0.001 0.09698165252857843
0.001 0.010548978633194726
0.001 0.9410029624604045
0.001 0.9950997937516727
0.001 0.33772556222054056
0.001 0.6301762707599418
0.001 0.05749269360993248
0.001 0.6805760103368685
0.001 0.9453275011658714
0.001 0.0518927270129378
0.001 0.6565573593945024
0.001 0.6522841881962455
0.001 0.6633156322484406
0.001 0.9866119950927106
0.001 0.5643803310520622
0.001 0.5450315217946475
0.001 0.1413228293777022
0.001 0.6582728624589277
0.001 0.7789839174805203
0.001 0.48850537455302395
0.001 0.1486702654738886
0.001 0.3518387112346741
0.001 0.9112626404925849
0.001 0.771233630881918
0.001 0.004785485090417485
0.001 0.007366596401978268
0.001 0.044879120572700666
0.001 0.40453441361447295
0.001 0.6895451727452374
0.001 0.7138874313527804
0.001 0.02991614330146259
0.001 0.5661863903089157
0.001 0.08698439515166717
0.001 0.9974574322519579
0.001 0.9077945962638502
0.001 0.6055833405755762
0.001 0.680391771011953
0.001 0.7081997594103099
0.001 0.849058158320868
0.001 0.20435725612216288
0.001 0.4227721912244968
0.001 0.8243613485381862
0.001 0.993242237335029
0.001 0.9670895563141019
0.001 0.12562577532391084
0.001 0.208694689105347
0.001 0.4882379718152821
0.001 0.01157631715915995
0.001 0.835553507830115
0.001 0.430161966558622
0.001 0.754176974283107
0.001 0.42810054740799675
0.001 0.22048204346698974
0.001 0.19679781734696988
0.001 0.15180170109932692
0.001 0.8444936763554324
0.001 0.8816782792605627
0.001 0.3481379177332629
0.001 0.4803795405875297
0.001 0.7702576493431941
0.001 0.5538734889276343
0.001 0.013174423847757289
0.001 0.7361550277719976
0.001 0.676673591691496
0.001 0.10591132620092501
0.001 0.9946329389069052
0.001 0.16418171625072484
0.001 0.9719708920152845
0.001 0.32709976598447377
0.001 0.90742036305457
0.001 0.6621079639172857
0.001 0.4828023821074989
0.001 0.014009261589462765
0.001 0.9068302056725583
0.001 0.8947168911610299
0.001 0.07220873902855779
0.001 0.12394239469254778
0.001 0.32290280576965036
0.001 0.3226221712874505
0.001 0.0048431112738546445
0.001 0.6061079946796939
0.001 0.6970229499890283
0.001 0.28518509003211423
0.001 0.7665159188397489
0.001 0.5087531471313119
0.001 0.03414501703256721
0.001 0.19885948622570518
0.001 0.9961529505179505
0.001 0.8983018245031278
0.001 0.03796562002179514
0.001 0.005979588954985762
0.001 0.7108976637635775
0.001 0.6220457663706341
0.001 0.23322656392295427
0.001 0.34471809493645217
0.001 0.4536963799664009
0.001 0.9943293070772794
0.001 0.23605016421568498
0.001 0.18153199081429613
0.001 0.9958617070757199
0.001 0.02773218099667844
0.001 0.9925942065222508
0.001 0.28242663433829934
0.001 0.7680207747312284
0.001 0.7451589494289254
0.001 0.4450579274410914
0.001 0.003460914772041177
0.001 0.010896897987056706
0.001 0.004998209153686787
0.001 0.48893865513379825
0.001 0.9903862247826127
0.001 0.6255950028386826
0.001 0.9705551717597958
0.001 0.47910178940440334
0.001 0.6848249504309057
0.001 0.06730684130092274
0.001 0.21622180969050098
0.001 0.4007566389832866
0.001 0.8984444877184575
0.001 0.9877300088507173
0.001 0.2528872941870824
0.001 0.10528637668873185
0.001 0.2478023921004306
0.001 0.3562033024135741
0.001 0.10258804420795112
0.001 0.27010361747630324
0.001 0.524746828885143
0.001 0.18717484245113836
0.001 0.9989068965488398
0.001 0.3395311112173263
0.001 0.6499048912897523
0.001 0.04407622555763259
0.001 0.9672890164504757
0.001 0.9989541780039053
0.001 0.00540003397811096
0.001 0.013870411981362636
0.001 0.9974446012406613
0.001 0.7819153154786477
0.001 0.7195742432542219
0.001 0.5749771550834819
0.001 0.5877157226853099
0.001 0.10320851050443637
0.001 0.445414598551484
0.001 0.9930874525328538
0.001 0.6544517066216006
0.001 0.15731331857686948
0.001 0.1678763734653508
0.001 0.6377670955031342
0.001 0.5049597417245569
0.001 0.0003137006271492877
0.001 0.9381382566843026
0.001 0.18028323693502443
0.001 0.10135719669098184
0.001 0.793661249199109
0.001 0.00766488914427587
0.001 0.32867156288647587
0.001 0.3514184766316814
0.001 0.9931896257817844
0.001 0.003923516838601441
0.001 0.6172069737543693
0.001 0.02127565930763919
0.001 0.0773378511144687
0.001 0.9386006423289835
0.001 0.6546850182914938
0.001 0.43361307744320243
0.001 0.8993301841391554
0.001 0.5431603201487417
0.001 0.38712230466501235
0.001 0.7434583396009409
0.001 0.7955978710185132
0.001 0.279445234964428
0.001 0.9997187860699699
0.001 0.40248645657553617
0.001 0.8853185011293278
0.001 0.1531809842084396
0.001 0.6879450266145195
0.001 0.7664364726296735
0.001 0.11909993304592588
0.001 0.6527145644313208
0.001 0.36743395888431635
0.001 0.036040558636541056
0.001 0.48664502344396426
0.001 0.737049285908489
0.001 0.028243860031242827
0.001 0.8822422896887108
0.001 0.9792372590696641
0.001 0.7513899062252485
0.001 0.7415428884830174
0.001 0.7669882556701045
0.001 0.17328411645057823
0.001 0.4635384288577168
0.001 0.009364720556852396
0.001 0.19235635608668902
0.001 0.8240631303674504
0.001 0.9070169149044747
0.001 0.131560360721486
0.001 0.9996089861515671
0.001 0.007482071380063448
0.001 0.00961888774054759
0.001 0.09282953483879142
0.001 0.24246846714028153
0.001 0.4991913196940266
0.001 0.882546602224409
0.001 0.00012520774841196566
0.001 0.7324889856935307
0.001 0.714729169350018
0.001 0.8883998063865239
0.001 0.250458711726757
0.001 0.848638982415857
0.001 0.2913941119665581
0.001 0.37635341113181386
0.001 0.9997306832271939
0.001 0.6087729013903493
0.001 0.00021499090642835333
0.001 0.1260451128439924
0.001 0.027267564674477204
0.001 0.9867715002084744
0.001 0.9085877413562082
0.001 0.30802138613545604
0.001 0.4220598490450161
0.001 0.2477445432193788
0.001 0.933419029502739
0.001 0.1296318294862808
0.001 0.8831679223541115
0.001 0.6564777702995264
0.001 0.9986364004445011
0.001 0.962497597431687
0.001 0.5182339233629226
0.001 0.14032284675934942
0.001 0.6115059305982707
0.001 0.979727051921518
0.001 0.9052069029225347
0.001 0.3869140266727812
0.001 0.6328685401102961
0.001 0.9995203235625101
0.001 0.0627082504900951
0.001 0.0003957738173387236
0.001 0.08068597265134198
0.001 0.01657254933193865
0.001 0.5229004985308171
0.001 0.9917541865763244
0.001 0.3289844914715584
0.001 0.9949567222195697
0.001 0.08750758616366426
0.001 0.007841176993809165
0.001 0.008460535564276117
0.001 0.020022908604406038
0.001 0.9875220290484399
0.001 0.18747515051379104
0.001 0.16545003296274624
0.001 0.09491753936722983
0.001 0.007924096766869969
0.001 0.03226148288231458
0.001 0.6528382300676502
0.001 0.8383478038553142
0.001 0.12226011280987507
0.001 0.3112781025317413
0.001 0.9708629721515977
0.001 0.11149427363664349
0.001 0.9820788493432707
0.001 0.9800709081439267
0.001 0.8239058661967491
0.001 0.352667418380171
0.001 0.47974180073795236
0.001 0.01912145739666801
0.001 0.5268150705132217
0.001 0.6764999115752802
0.001 0.9918655517547369
0.001 0.17374989228020546
0.001 0.548804471726162
0.001 0.012817065643622857
0.001 0.0454070185055957
0.001 0.8973133618687428
0.001 0.7809294312898641
0.001 0.4384683639001009
0.001 0.7120626699810467
0.001 0.6019164159686478
0.001 0.8302546558518795
0.001 0.8911944774769905
0.001 0.7585864499909662
0.001 0.02639590696945235
0.001 0.931164105284207
0.001 0.8391706120117581
0.001 0.9837699380417432
0.001 0.3413219856228633
0.001 0.4881455331139035
0.001 0.016610283399462217
0.001 3.56324832491622e-05
0.001 0.15903131782240407
0.001 0.11677380879115973
0.001 0.6456551811664225
0.001 0.1960925621318923
0.001 0.7798955897796982
0.001 0.6985867668866393
0.001 0.0020629110598563314
0.001 0.015824036007712563
0.001 0.28779879516006657
0.001 0.5110743212741153
0.001 0.8089318292760468
0.001 0.562000987405743
0.001 0.6435894974210904
0.001 0.7735649609702311
0.001 0.13927279032211312
0.001 0.8751634024783046
0.001 0.3736553850865852
0.001 0.10636133672984277
0.001 0.012331484876163494
0.001 0.995004888008251
0.001 0.3741877432421037
0.001 0.5527646994460702
0.001 0.4407659707852524
0.001 0.629136868897728
0.001 0.015519702854383
0.001 0.3673431619259352
0.001 0.004575782028252436
0.001 0.6556786967334144
0.001 0.5161635488209406
0.001 0.5153030045830244
0.001 0.49230645587472466
0.001 0.5217951817870405
0.001 0.005319173949153127
0.001 0.020349824013535234
0.001 0.01090577394435004
0.001 0.36265666571037697
0.001 0.15086663212789186
0.001 0.5182016290417973
0.001 0.41925135392219326
0.001 0.0771914670245851
0.001 0.8602822251994459
0.001 0.9999978953907578
0.001 0.49430078213687767
0.001 0.9958404094419284
0.001 0.10434894808683022
0.001 0.7253858862770577
0.001 0.9799500413392778
0.001 0.6112394523399176
0.001 0.15430958306955725
0.001 0.030746014996056264
0.001 0.049441150960609914
0.001 0.9878362076389392
0.001 0.6560500257819742
0.001 0.007036255158688682
0.001 0.5712250923255479
0.001 0.008613930043027606
0.001 0.6417593043310351
0.001 0.10775354980422361
0.001 0.15161876139922936
0.001 0.26071744161576776
0.001 0.1983379043813736
0.001 0.08003257853107246
0.001 0.17504571103333577
0.001 0.7119622874099427
0.001 0.9943735579463493
0.001 0.6912923990597591
0.001 0.33923192116588363
0.001 0.8346281803174941
0.001 0.9694438874754742
0.001 0.156232347867567
0.001 0.004257289796024368
0.001 0.47951165200107576
0.001 0.46613873887180063
0.001 0.36205558335618
0.001 0.11977490574147373
0.001 0.7027532799560862
0.001 0.00040333920535006904
0.001 0.12734027572994303
0.001 0.7466372359230414
0.001 0.3571007431356275
0.001 0.9321899902170884
0.001 0.45714243610329325
0.001 0.14582808830965718
0.001 0.5016171985204266
0.001 0.0030949137586268292
0.001 0.7326199454647949
0.001 0.00016527437939005236
0.001 0.998396389348143
0.001 0.9001972791903979
0.001 0.14956207553318193
0.001 0.2672322815415099
0.001 0.7573058685578933
0.001 0.9832555993910039
0.001 0.6554520075692404
0.001 0.3304726110409224
0.001 0.8786423608171797
0.001 0.49321066218253784
0.001 0.05686394489170664
0.001 0.27452634289703853
0.001 0.4189242555582893
0.001 0.9816478624795578
0.001 0.7456678993300034
0.001 0.9522726115949027
0.001 0.5050913702211183
0.001 0.6308588769153677
0.001 0.9633628540911657
0.001 0.6202526232686892
0.001 0.49262453744061
0.001 0.5401306133604441
0.001 0.126794661022433
0.001 0.9443453635800098
0.001 0.9001687141872449
0.001 0.8930682092779624
0.001 0.2416523292899701
0.001 0.3540966256517169
0.001 0.7278487194326385
0.001 0.7707584562598533
0.001 0.5380763071904273
0.001 0.17221624566068133
0.001 0.9116912410965308
0.001 0.8779339259053676
0.001 0.9685939812653334
0.001 0.026353478903755743
0.001 0.37275346508553336
0.001 0.18941274728529398
0.001 0.33333140118765175
0.001 0.7386450508711044
0.001 0.5972763027145372
0.001 0.9923349480102973
0.001 0.6256089204933217
0.001 0.9955911946581467
0.001 0.1796245452208794
0.001 0.0006119410150881701
0.001 0.584569140031676
0.001 0.4242518696826227
0.001 0.8913966303833522
0.001 0.9490538212849513
0.001 0.017402976818561237
0.001 0.7338861827409309
0.001 0.43517373915601937
0.001 0.0957595867256043
0.001 0.9638338073639099
0.001 0.33739145829849565
0.001 0.30550412969590285
0.001 0.7182838771257027
0.001 0.9180752105984648
0.001 0.7486346275375096
0.001 0.020188429223920973
0.001 0.8592748492338612
0.001 0.05634708779449442
0.001 0.17708653523297052
0.001 0.7954156975261681
0.001 0.49871413319857943
0.001 0.04616224458529195
0.001 0.7993224243898579
0.001 0.036702812035591566
0.001 0.94715026604802
0.001 0.9905962084087677
0.001 0.8269736238500407
0.001 0.8787351885218924
0.001 0.1351890677084085
0.001 0.7971685836709445
0.001 0.9062641778027715
0.001 0.960364153539345
0.001 0.4554144965786556
0.001 0.8655883774891355
0.001 0.6355462990489111
0.001 0.8629269933380795
0.001 0.9988659723886032
0.001 0.9937591320309298
0.001 0.6495078092819718
0.001 0.716988919319196
0.001 0.4137291402179087
0.001 0.025155503801211412
0.001 0.2554171034212602
0.001 0.917078989776257
0.001 0.9857206287303172
0.001 0.7962408280750733
0.001 0.39001441450814994
